Year,Month,Week,Date,DMR_Mangemant_Area,Site,GearID,Gear_Type,,Level_Position,Sex,Shell_Height,Total_Viscera_Weight,Meat_Weight,Gonad_Weight,Shell_Weight,Meat_Color,GSI,Notes,(X-碌)^2
2021,8,35,2021-08-25,Isle_au_Haut,ST,42,Lantern_Net,NA,3,M,90,43.09,16.55,3.52,57.63,W,8.169,,167.068
2021,8,35,2021-08-25,Isle_au_Haut,ST,42,Lantern_Net,NA,3,F,84,45.54,11.49,11.88,40.64,W,26.087,,24.925
2021,8,35,2021-08-25,Isle_au_Haut,ST,42,Lantern_Net,NA,3,F,79,28.29,7.96,7.02,27.69,W,24.814,,13.838
2021,8,35,2021-08-25,Isle_au_Haut,ST,42,Lantern_Net,NA,3,F,83,47.35,13.8,11.83,44.24,W,24.984,,15.13
2021,8,35,2021-08-25,Isle_au_Haut,ST,42,Lantern_Net,NA,3,F,96,47.08,43.41,11.61,53.59,G,24.66,Exploded gonad,12.714
2021,8,35,2021-08-25,Isle_au_Haut,ST,42,Lantern_Net,NA,3,F,73,36.02,10.8,6.56,39.3,W,18.212,,8.308
2021,8,35,2021-08-25,Isle_au_Haut,ST,42,Lantern_Net,NA,3,M,85,39.43,10.55,7.65,46.68,W,19.401,,2.866
2021,8,35,2021-08-25,Isle_au_Haut,ST,42,Lantern_Net,NA,3,M,77,34.32,10.9,6.64,35.72,W,19.347,,3.052
2021,8,35,2021-08-25,Isle_au_Haut,ST,42,Lantern_Net,NA,3,M,89,49.1,16.24,8.74,52.36,W,17.8,,10.851
2021,8,35,2021-08-25,Isle_au_Haut,ST,42,Lantern_Net,NA,3,M,85,43.75,13.16,10.49,42.07,W,23.977,,8.31
2021,8,35,2021-08-25,Isle_au_Haut,ST,42,Lantern_Net,NA,3,M,83,39.76,16.05,3.75,36.87,W,9.432,,136.022
2021,8,35,2021-08-25,Isle_au_Haut,ST,42,Lantern_Net,NA,3,M,77,29.8,8.6,5.64,32.64,W,18.926,,4.701
2021,8,35,2021-08-25,Isle_au_Haut,ST,42,Lantern_Net,NA,1,M,86,52.68,12.92,13.11,53.51,W,24.886,,14.377
2021,8,35,2021-08-25,Isle_au_Haut,ST,43,Lantern_Net,NA,1,F,100,75.96,26.74,14.52,99.49,W,19.115,,3.917
2021,8,35,2021-08-25,Isle_au_Haut,ST,43,Lantern_Net,NA,1,F,88,37.6,9.91,3.08,65.23,W,8.191,Shell deformity.,166.486
2021,8,35,2021-08-25,Isle_au_Haut,ST,43,Lantern_Net,NA,1,M,97,61.7,21.42,13.08,66.49,W,21.199,,0.011
2021,8,35,2021-08-25,Isle_au_Haut,ST,43,Lantern_Net,NA,1,M,104,88.37,26.78,29.98,91.59,W,33.926,,164.637
2021,8,35,2021-08-25,Isle_au_Haut,ST,43,Lantern_Net,NA,2,F,108,65.7,22.83,10.54,86.41,W,16.043,,25.521
2021,8,35,2021-08-25,Isle_au_Haut,ST,43,Lantern_Net,NA,2,F,97,51.92,12.02,14.83,43.66,W,28.563,"Deformed shell, fouled inside",55.782
2021,8,35,2021-08-25,Isle_au_Haut,ST,43,Lantern_Net,NA,2,M,110,101.39,28.05,34.46,130.55,W,33.988,,166.233
2021,8,35,2021-08-25,Isle_au_Haut,ST,43,Lantern_Net,NA,2,F,104,72.7,21.53,13.09,88.83,W,18.006,,9.542
2021,8,35,2021-08-25,Isle_au_Haut,ST,43,Lantern_Net,NA,2,M,110,81.93,26.37,19.95,97.21,W,24.35,,10.599
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,3,M,86,40.39,15.57,4.32,51.11,W,10.696,,35.184
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,3,M,89,44.26,17.35,3.32,61.17,W,7.501,,83.288
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,3,F,87,43.27,15.17,6.34,45.59,W,14.652,,3.901
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,3,F,87,40.29,12.4,7.04,48.07,W,17.473,,0.716
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,3,M,96,53.27,15.21,13.18,76.72,W,24.742,,65.846
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,3,M,84,37.63,13.36,5.24,47.46,W,13.925,,7.302
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,3,F,78,34.33,14.89,1.64,42.78,W,4.777,,140.427
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,3,F,91,60.88,23.79,11.57,64.42,O,19.005,,5.651
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,3,M,96,54.66,17.76,13.08,56.25,W,23.93,,53.325
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,3,F,95,59.56,19.5,12.58,58.23,W,21.122,,20.198
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,3,M,76,28.05,9.16,4.05,39.25,W,14.439,,4.791
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,3,M,88,38.35,12.3,7.42,45.71,W,19.348,,7.403
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,3,F,95,60.8,20.7,14.29,63.64,W,23.503,,47.279
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,3,M,90,48.27,16.39,8.61,57.44,W,17.837,,1.464
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,3,M,83,38.23,15.8,2.5,45.27,W,6.539,,101.767
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,3,M,77,35.34,12.68,5.19,43.79,W,14.686,,3.769
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,3,F,95,59.81,20.27,14.8,61.15,O,24.745,,65.897
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,3,M,83,37.6,12.74,7.66,45.27,W,20.372,,14.025
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,92,47.71,15.73,13.67,99.41,W,28.652,,66.974
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,76,21.79,8.75,2.2,45.47,W,10.096,,107.581
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,79,29.07,10.34,6.13,63.78,O,21.087,,0.383
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,100,57.92,23.25,8.99,115.82,W,15.521,,24.474
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,76,22.26,6.4,5.8,43.37,W,26.056,,31.217
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,129,107.9,46.59,9.7,164.5,W,8.99,,131.761
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,112,81.76,29.11,14.7,125.38,W,17.979,,6.195
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,130,109.55,45.95,12.55,218.31,W,11.456,,81.226
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,119,87.55,29.98,20.37,136.16,W,23.267,,7.83
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,129,120.34,33.5,33.94,208.22,W,28.203,,59.829
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,104,67.26,23.39,12.51,128.14,W,18.599,,3.493
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,126,111.25,31.43,35.35,215.82,W,31.775,,127.843
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,120,104.22,42.81,17.4,156.6,W,16.695,,14.236
2021,8,35,2021-08-25,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,129,134.63,40.57,37.94,215.52,W,28.181,,59.481
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,6,F,78,46.21,16.29,8.11,49.72,W,17.55,,14.54
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,6,F,77,43.22,12.63,10.38,46.18,W,24.017,,7.04
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,6,F,75,38.54,12.4,7.23,54.51,O,18.76,,6.779
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,6,M,73,31.21,10.12,5.2,31.53,W,16.661,,22.11
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,6,F,74,29.73,12.08,1.72,32.58,W,5.785,,242.675
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,6,F,76,41.38,12.34,9.32,37.85,W,22.523,,1.344
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,6,M,72,29.9,12.29,9.61,42.92,W,32.14,,116.144
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,6,F,75,37.7,11.3,8.27,41.49,O,21.936,,0.328
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,6,M,80,39.92,11.66,9.06,56.34,W,22.695,,1.774
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,6,F,75,37.6,12.82,8.67,40.33,W,23.059,,2.873
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,6,F,72,39.15,13.55,6.74,35.55,W,17.216,,17.203
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,6,M,73,36.78,12.18,8.33,52.47,W,22.648,,1.651
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,19,Lantern_Net,NA,1,M,102,86.88,26.35,21.28,118.26,W,24.494,,9.798
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,19,Lantern_Net,NA,1,M,105,70.72,19.5,18.9,134.89,W,26.725,Fouled in shell,28.748
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,19,Lantern_Net,NA,1,F,98,76.51,25.24,15.6,96.14,W,20.389,,0.949
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,19,Lantern_Net,NA,1,M,102,83.03,21.26,26.06,99.93,W,31.386,,100.457
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,19,Lantern_Net,NA,2,M,107,89.28,29.67,18.37,102.28,W,20.576,,0.621
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,19,Lantern_Net,NA,2,F,100,70.52,23.94,9.66,89.48,W,13.698,,58.755
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,19,Lantern_Net,NA,2,F,95,68.24,21.51,15.04,95.27,W,22.04,,0.458
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,19,Lantern_Net,NA,2,F,97,98.13,34.15,22.54,102.38,W,22.97,,2.58
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,20,Cage,NA,TR,M,70,23.6,8.84,2.43,29.73,W,10.297,,4.578
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,20,Cage,NA,TR,F,75,34.23,11.9,4.81,53.8,W,14.052,,2.611
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,20,Cage,NA,TL,F,75,31.81,11.81,2.62,42.07,W,8.236,,17.638
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,20,Cage,NA,TL,M,72,27.81,7.85,3.33,42.59,W,11.974,,0.214
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,20,Cage,NA,MR,F,82,33.87,13.85,1.73,48.15,W,5.108,,53.706
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,20,Cage,NA,MR,M,66,19.01,6.69,2.89,25.44,W,15.203,,7.652
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,20,Cage,NA,ML,F,76,37.39,14.07,3.11,50.04,W,8.318,,16.962
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,20,Cage,NA,ML,M,67,22.5,7.59,3.74,37.5,W,16.622,,17.523
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,20,Cage,NA,BR,M,73,39.41,11.85,9.78,42.44,W,24.816,,153.26
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,20,Cage,NA,BL,F,82,31.53,12.6,3.07,33.29,W,9.737,,7.287
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIAquacultureNE,NA,M,120,83.18,29.15,10.15,198.55,W,12.202,,125.776
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIAquacultureNE,NA,M,130,144.62,36.99,53.66,334.42,W,37.104,,187.325
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIAquacultureNE,NA,M,135,139.67,42.83,38.15,280.77,W,27.314,,15.186
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIAquacultureNE,NA,F,83,29.95,9.05,5.9,78.14,W,19.699,,13.823
2021,8,36,2021-08-31,Lower_Penobscot_Bay,HI,0,Wild_Dive,HIAquacultureNE,NA,M,75,18.78,6.55,3.9,45.27,W,20.767,,7.026
2021,9,36,2021-09-01,Isle_au_Haut,ST,42,Lantern_Net,NA,4,F,86,39.53,15.86,1.72,53.22,W,4.351,,258.193
2021,9,36,2021-09-01,Isle_au_Haut,ST,42,Lantern_Net,NA,4,F,74,29.6,9.13,4.86,36.09,W,16.419,,16.005
2021,9,36,2021-09-01,Isle_au_Haut,ST,42,Lantern_Net,NA,4,M,77,32.75,10.6,7.34,34.98,W,22.412,,3.971
2021,9,36,2021-09-01,Isle_au_Haut,ST,42,Lantern_Net,NA,4,F,85,42.91,16.27,7.18,36.23,W,16.733,,13.593
2021,9,36,2021-09-01,Isle_au_Haut,ST,42,Lantern_Net,NA,4,F,75,32.57,10.29,7.01,28.16,W,21.523,,1.217
2021,9,36,2021-09-01,Isle_au_Haut,ST,42,Lantern_Net,NA,4,M,86,46.47,13.07,11.5,39.35,W,24.747,,18.729
2021,9,36,2021-09-01,Isle_au_Haut,ST,42,Lantern_Net,NA,4,M,75,34.6,11.59,4.42,38.43,W,12.775,,58.445
2021,9,36,2021-09-01,Isle_au_Haut,ST,42,Lantern_Net,NA,4,M,71,21.63,5.57,4.69,28.36,W,21.683,,1.596
2021,9,36,2021-09-01,Isle_au_Haut,ST,42,Lantern_Net,NA,4,M,79,37.01,12.39,8.07,33.84,W,21.805,,1.919
2021,9,36,2021-09-01,Isle_au_Haut,ST,42,Lantern_Net,NA,4,F,70,28.01,7.99,5.93,27.96,W,21.171,,0.565
2021,9,36,2021-09-01,Isle_au_Haut,ST,42,Lantern_Net,NA,4,F,82,36.59,12.2,7.32,41.02,W,20.005,,0.171
2021,9,36,2021-09-01,Isle_au_Haut,ST,42,Lantern_Net,NA,4,F,72,25.8,10.67,1.11,33.27,W,4.302,,259.763
2021,9,36,2021-09-01,Isle_au_Haut,ST,42,Lantern_Net,NA,4,F,82,45.46,16.1,9.39,47.81,O,20.656,,0.056
2021,9,36,2021-09-01,Isle_au_Haut,ST,42,Lantern_Net,NA,4,M,82,37.17,12.41,8.2,42.68,W,22.061,,2.694
2021,9,36,2021-09-01,Isle_au_Haut,ST,43,Lantern_Net,NA,5,M,110,84.2,28.61,19.34,96.29,W,22.969,,6.501
2021,9,36,2021-09-01,Isle_au_Haut,ST,43,Lantern_Net,NA,5,F,103,75.97,24.72,19.39,111.05,W,25.523,,26.048
2021,9,36,2021-09-01,Isle_au_Haut,ST,43,Lantern_Net,NA,5,F,100,80.79,20.97,25.74,76.15,W,31.86,,130.894
2021,9,36,2021-09-01,Isle_au_Haut,ST,43,Lantern_Net,NA,5,F,104,79.87,23.79,19.85,82.74,W,24.853,,19.655
2021,9,36,2021-09-01,Isle_au_Haut,ST,43,Lantern_Net,NA,5,M,110,89.45,26.79,18.29,92.89,W,20.447,,0.001
2021,9,36,2021-09-01,Isle_au_Haut,ST,43,Lantern_Net,NA,6,M,92,53.52,17.09,12.41,78.03,W,23.188,,7.662
2021,9,36,2021-09-01,Isle_au_Haut,ST,43,Lantern_Net,NA,6,F,104,65.31,24.79,9,93.47,W,13.78,,44.077
2021,9,36,2021-09-01,Isle_au_Haut,ST,43,Lantern_Net,NA,6,F,94,76.33,23.26,23.38,86.16,W,30.63,,104.258
2021,9,36,2021-09-01,Isle_au_Haut,ST,43,Lantern_Net,NA,6,M,103,74.92,24.16,18.02,78.45,W,24.052,,13.197
2021,9,36,2021-09-01,Isle_au_Haut,ST,43,Lantern_Net,NA,6,F,111,88.96,29.62,19.68,76.05,W,22.122,,2.9
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,127,93.72,25.97,10.66,200.73,W,11.374,,62.284
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,103,61.9,20.95,13.37,121.32,W,21.599,,5.443
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,125,91.72,24.68,23.85,215.1,W,26.003,,45.383
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,105,61.23,17.57,15.49,158.92,W,25.298,,36.382
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,132,125.74,41.46,19.74,204.52,O,15.699,,12.725
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,89,33.84,8.73,6.33,92.92,W,18.706,,0.314
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,106,69.9,17.84,13.96,146.47,W,19.971,,0.497
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,101,63,17.7,16.14,100.76,W,25.619,,40.357
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,135,112.81,40.79,12.29,245.48,W,10.894,,70.089
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,103,65.3,18.79,4.55,179.85,W,6.968,,151.253
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,112,72,20.77,16.93,136.38,W,23.514,,18.042
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,134,111.56,29.45,32.68,301.97,W,29.294,,100.547
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,107,49.46,16.72,9.68,143.05,W,19.571,,0.093
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,M,122,76.35,29.98,9.45,187.38,W,12.377,,47.46
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,0,Wild_Dive,NHFarm,NA,F,84,32.66,7.52,7.22,70.01,W,22.107,,8.067
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,4,F,74,29.73,9.31,5.55,33.35,W,18.668,,11.132
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,4,F,81,46.42,17.32,8.65,55.8,W,18.634,,11.359
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,4,M,80,41.26,13.36,10.85,41.55,W,26.297,,18.423
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,4,F,82,38.43,14.17,6.07,47.08,W,15.795,,38.558
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,4,M,94,60.27,14.41,18.45,61.23,W,30.612,,74.094
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,4,M,80,44.98,14.2,9.66,50.43,W,21.476,,0.279
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,4,F,92,59.99,17.68,16.52,52.89,O,27.538,,30.619
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,4,F,84,52.27,14.93,11.13,47.52,W,21.293,,0.506
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,4,M,87,45.94,18.6,5.43,51.12,W,11.82,,103.728
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,32,Lantern_Net,NA,4,M,85,58.58,14.37,16.86,57.52,W,28.781,,45.923
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,4,M,86,33.38,8.46,10.06,86.75,W,30.138,,66.151
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,4,F,86,54.22,14.77,14.68,52.09,O,27.075,,25.709
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,4,F,78,33.76,11.64,6.7,39.67,W,19.846,,4.659
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,4,M,87,47.6,15.93,9.77,52.91,W,20.525,,2.188
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,4,F,87,52.76,21.62,7.95,54.79,W,15.068,,48.111
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,4,F,87,49.03,16.18,10.09,58.17,W,20.579,,2.031
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,4,M,86,46.04,14.24,10.29,46.97,W,22.35,,0.119
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,4,M,79,32.77,11.54,6.81,41.6,W,20.781,,1.496
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,4,F,86,56.9,18.22,10.65,55.8,O,18.717,,10.807
2021,9,36,2021-09-03,Middle_Penobscot_Bay,NH,33,Lantern_Net,NA,4,M,79,35.65,10.49,8.59,49.66,W,24.095,,4.372
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,M,85,38.51,13.07,6.31,49.65,W,16.385,,9.433
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,M,78,32.21,10.66,6.49,34.36,W,20.149,,0.479
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,M,74,26.92,10.15,0.86,33.09,W,3.195,,264.451
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,M,73,38.13,14.39,5.79,34.24,W,15.185,,18.247
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,F,88,41.51,14.69,6.61,61.39,O,15.924,,12.48
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,F,79,28.98,6.95,7.26,33.42,G,25.052,BIOFOULING IN SHELL AND CRACK DOWN SHELL,31.306
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,F,73,30.82,11.22,2.89,37.84,W,9.377,POTATO CHIP,101.598
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,M,77,34.87,10.8,7.8,30.39,W,22.369,,8.481
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,F,75,28.59,9,4.46,41.85,W,15.6,POTATO CHIP,14.874
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,M,82,35.57,11.42,7.51,41.64,W,21.113,,2.745
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,F,85,40.25,12.77,8.36,43.5,W,20.77,,1.726
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,F,59,15.73,6.12,2.23,22.58,W,14.177,,27.877
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,M,84,41.98,13.09,9.39,38.5,W,22.368,,8.475
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,F,78,31.68,11.73,1.24,36.74,O,3.914,POTATO CHIP,241.568
2021,9,37,2021-09-08,Isle_au_Haut,ST,42,Lantern_Net,NA,5,M,83,35.77,12.22,6.91,45.7,W,19.318,POTATO CHIP,0.019
2021,9,37,2021-09-08,Isle_au_Haut,ST,43,Lantern_Net,NA,3,F,94,70.86,21.56,14.79,90.2,W,20.872,POTATO CHIP,2.004
2021,9,37,2021-09-08,Isle_au_Haut,ST,43,Lantern_Net,NA,3,M,95,68.46,18.99,17.76,78.87,W,25.942,POTATO CHIP,42.062
2021,9,37,2021-09-08,Isle_au_Haut,ST,43,Lantern_Net,NA,3,M,91,69.17,15.81,25.75,84.54,W,37.227,,315.792
2021,9,37,2021-09-08,Isle_au_Haut,ST,43,Lantern_Net,NA,3,F,108,102.34,32.71,21.45,91.51,W,20.96,,2.259
2021,9,37,2021-09-08,Isle_au_Haut,ST,43,Lantern_Net,NA,4,M,103,87.79,20.95,32.25,111.19,W,36.735,,298.557
2021,9,37,2021-09-08,Isle_au_Haut,ST,43,Lantern_Net,NA,4,F,112,91.12,30.37,15.88,86.2,W,17.428,,4.117
2021,9,37,2021-09-08,Isle_au_Haut,ST,43,Lantern_Net,NA,4,M,96,66.94,18.21,14.85,82.86,W,22.184,,7.439
2021,9,37,2021-09-08,Isle_au_Haut,ST,43,Lantern_Net,NA,4,F,105,85.66,26.59,18.21,83.68,W,21.258,,3.247
2021,9,37,2021-09-08,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,7,M,79,40.64,12.05,11.27,41.16,W,27.731,,82.177
2021,9,37,2021-09-08,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,7,M,79,41.71,15.95,2.67,59.04,W,6.401,,150.425
2021,9,37,2021-09-08,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,7,F,79,39.9,12.94,7.99,36.34,W,20.025,,1.847
2021,9,37,2021-09-08,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,7,F,73,29.64,13.25,0.75,30.65,W,2.53,,260.363
2021,9,37,2021-09-08,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,7,F,77,45.22,14.77,8.47,52.24,W,18.731,,0.004
2021,9,37,2021-09-08,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,7,F,75,35.24,13.69,5.39,34.48,W,15.295,,11.364
2021,9,37,2021-09-08,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,7,F,77,42.5,14.54,5.39,44.34,W,12.682,,35.806
2021,9,37,2021-09-08,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,7,M,75,30.91,9.83,6.05,31.51,W,19.573,,0.822
2021,9,37,2021-09-08,Lower_Penobscot_Bay,HI,18,Lantern_Net,NA,7,F,76,30.83,11.33,4.23,35.11,W,13.72,,24.46
